"MeterId";"MeterRates";"MeterCategory";"Unit";"MeterName";"MeterSubCategory";"MeterRegion"
"07531a86-c1d3-53cd-8b6c-1582989d4b49";"0.0";"Storage";"1M";"Cool GZRS Blob Inventory";"Tiered Block Blob";"EU West"
"38ebc6cb-04ee-5367-8b13-6ada6aff550e";"6.233673";"Virtual Machines";"1 Hour";"Easv4 Type1";"Easv4 Series Dedicated Host";"EU North"
"1b4d8861-8cbc-40c8-88f9-e1b78509c3be";"0.050598";"Virtual Machines";"1 Hour";"A1";"A Series Windows";"EU West"
"65c50f83-1e8a-4ca1-93de-3b17d34b57aa";"1.281816";"HDInsight";"1 Hour";"E16 v3/E16s v3";"Ev3/ESv3 Series";"EU West"
"aafc3e83-7034-43ff-a5bd-a886e23ecf9c";"0.789328";"Virtual Machines";"1 Hour";"HB120rs v2 Low Priority";"HBSv2 Series Windows";"EU West"
"6b64307f-fa80-443f-a795-e8bf486a1600";"0.523689";"Virtual Machines";"1 Hour";"F64s v2 Low Priority";"FSv2 Series Windows";"EU West"
"2e46cd6d-78c9-4193-b435-a598975e9001";"2.040786";"Virtual Machines";"1 Hour";"NV12";"NV Series Windows";"EU North"
"8ddcd944-b4f2-4b5d-bdac-2798b92173b4";"1.872126";"Redis Cache";"1 Hour";"P4 Cache Instance";"Premium";"EU North"
"a639beac-1b57-5e05-b3c0-4c45424772a4";"0.231064";"SQL Database";"1 GB/Month";"Data Stored";"Single/Elastic Pool General Purpose - Storage";"EU West"
"6cff7ab9-0b3e-5562-bc90-9ab0ccea52bd";"0.366835";"Virtual Machines";"1 Hour";"D32ds v4 Low Priority";"Ddsv4 Series";"EU West"
"3839d4f5-8966-4480-b23a-401aef6489e4";"0.016866";"Azure Database for PostgreSQL";"1 Hour";"Read Replica vCore";"Basic - Compute Gen5";"EU West"
"9d5e072d-3a9c-4e42-a38f-2ab1091636db";"0.515256";"Cloud Services";"1 Hour";"A8m v2";"Av2 Series";"EU North"
"d3857f5b-8b78-5e16-928c-a8fd09fadf38";"0.256363";"Virtual Machines";"1 Hour";"E4-2s v4";"Esv4 Series";"EU West"
"71075b35-3b5c-41b6-97df-99a35ae98414";"301.530348";"Specialized Compute";"1 Hour";"S672m Instance";"SAP HANA on Azure Large Instances";"EU North"
"384c82fb-fdb5-479c-aa6d-278be0c2155e";"0.0818";"Virtual Machines";"1 Hour";"F2s v2";"FSv2 Series Windows";"EU West"
"226beb5c-8ba6-4933-8ac4-ae4bf02aca3f";"0.002361";"Storage";"1 GB";"Archive ZRS Early Delete";"Azure Data Lake Storage Gen2 Hierarchical Namespace";"EU West"
"37c8c1d7-ff07-51b9-b0be-6312a58a9f81";"0.215884";"Virtual Machines";"1 Hour";"E16ds v4 Low Priority";"Edsv4 Series";"EU North"
"5590d778-a6e7-40ec-bc83-c1440ed75c75";"0.042165";"Storage";"1 GB/Month";"LRS Snapshots";"Standard HDD Managed Disks";"EU North"
"dfabaaa0-66e7-4455-9ce1-9b0e071018e3";"0.02766";"Azure Database for PostgreSQL";"1/Month";"Provisioned IOPS";"Hyperscale (Citus) High Performance Storage";"EU West"
"d2aad324-e18e-482d-8d36-83cc5b925a24";"0.23781";"Virtual Machines";"1 Hour";"E4a v4/E4as v4";"Eav4/Easv4 Series";"EU North"
"5ea8574e-d08f-46d1-a999-22365b6e089c";"0.019142";"Virtual Machines";"1 Hour";"B1ms";"BS Series Windows";"EU North"
"d8d2e909-846a-44ca-aaf8-e61df158caea";"0.566697";"HDInsight";"1 Hour";"A8m v2";"Av2 Series";"EU North"
"a4b0be96-f48c-445b-ab60-bbd923a14693";"6.029595";"Storage";"10K";"Archive Read Operations";"General Block Blob v2 Hierarchical Namespace";"EU North"
"f46d658d-4f8a-49ac-b415-69856b22c37d";"0.00188";"Storage";"10K";"ZRS Read Operations";"Premium ADLS Gen2 Flat Namespace";"EU North"
"96ceb465-950f-486a-9082-5165ed91a9d6";"0.059199";"Storage";"10K";"Hot Iterative Read Operations";"Azure Data Lake Storage Gen2 Hierarchical Namespace";"EU West"
"cd738918-038e-54a4-9e38-0882d8af15ad";"8.795619";"Redis Cache";"1 Hour";"F1500 Cache";"Enterprise Flash";"EU West"
"b8219228-a509-5af4-b0f5-ae9e51b585a5";"0.23781";"Virtual Machines";"1 Hour";"E4-2as_v4";"Eav4/Easv4 Series Windows";"EU North"
"fbd0aa4b-e5be-5623-b56e-ae1cfde2e82d";"0.072186";"Virtual Machines";"1 Hour";"D8s v4 Low Priority";"Dsv4 Series Windows";"EU North"
"edb61732-dba0-46af-8739-97ed7da09d16";"1.443729";"Virtual Machines";"1 Hour";"D32a v4/D32as v4";"Dav4/Dasv4 Series Windows";"EU North"
"eabc490f-8642-4dc9-ab37-0895b35d35ba";"552.665088";"Storage";"1/Month";"S70 Disks";"Standard HDD Managed Disks";"EU North"
"375e744e-114b-43ab-b8f6-b7d000186177";"0.465501";"Virtual Machines";"1 Hour";"D48a v4/D48as v4 Low Priority";"Dav4/Dasv4 Series Windows";"EU West"
"fad1445b-b044-5fb7-986e-c865efb14796";"1.34928";"Virtual Machines";"1 Hour";"E20ds v4";"Edsv4 Series Windows";"EU North"
"3107d2d3-cf50-48c7-b4a3-586122990965";"3.12021";"Data Lake Analytics";"1 Day";"100 AU Pre-pay";"";"EU North"
"13868fef-5bef-47ef-ab0b-54f0b6d44164";"0.001264";"Storage";"10K";"GZRS Read Operations";"Files v2";"EU West"
"a828fe21-559e-42c3-bd7f-8b52489b3faa";"1.079424";"Virtual Machines";"1 Hour";"E16 v3/E16s v3";"Ev3/ESv3 Series Windows";"EU West"
"ae414324-4e4e-5bfd-b757-ab3642ef327e";"3.670041";"Virtual Machines";"1 Hour";"D64d v4";"Ddv4 Series";"EU West"
"bc2474a3-5f24-447f-bf64-267b2b000023";"3.27875";"Virtual Machines";"1 Hour";"NC24";"NC Series";"EU North"
"51b94857-e574-5161-9123-3b66f365afca";"0.269856";"Virtual Machines";"1 Hour";"E20d v4 Low Priority";"Edv4 Series";"EU North"
"1973fd0f-d68a-4bc1-9ada-2c8c6da4736f";"0.219258";"Storage";"10K";"Cool GZRS Write Operations";"Azure Data Lake Storage Gen2 Hierarchical Namespace";"EU West"
"214d4ee3-8129-4333-8ca7-90667e5a2519";"0.258049";"Storage";"10K";"Hot GZRS Iterative Read Operations";"General Block Blob v2 Hierarchical Namespace";"EU West"
"a7cabf63-e8ad-4b56-bb1c-f8b9abce4448";"0.162756";"Virtual Machines";"1 Hour";"D11/DS11";"D/DS Series";"EU North"
"2fe123e2-6ba9-4914-b9c3-4052c352225e";"0.190585";"Virtual Machines";"1 Hour";"E16a v4/E16as v4 Low Priority";"Eav4/Easv4 Series";"EU North"
"2b8e4227-7dc7-4573-9ded-2dbb038aaf4c";"0.16866";"Storage";"10K";"Cool GZRS Write Operations";"Tiered Block Blob";"EU West"
"c465c590-8d1a-512f-bdbc-346a545c1ca8";"3.804969";"Virtual Machines";"1 Hour";"E64-32as_v4";"Eav4/Easv4 Series";"EU North"
"012ac8e2-8afe-5df9-8579-c9ccc0c24c12";"1.167127";"Virtual Machines";"1 Hour";"E80ids v4 Low Priority";"Edsv4 Series";"EU West"
"447fb851-6e84-41b5-bd72-48c19b2765d7";"0.101196";"Storage";"10K";"Lifecycle Transactions";"Blob Lifecycle Management";"EU North"
"c5817a57-365e-4140-95e1-554869c7a6a5";"0.045538";"Storage";"10K";"Archive Iterative Read Operations";"Azure Data Lake Storage Gen2 Flat Namespace";"EU West"
"78dd126f-f855-4670-8038-fd66cf0f43b9";"0.042165";"Storage";"1 GB/Month";"LRS Snapshots";"Standard HDD Managed Disks";"EU West"
"daa966d4-24cf-50ed-b9b2-8eba53f035d0";"0.118905";"Virtual Machines";"1 Hour";"E2 v4";"Ev4 Series";"EU North"
"8fd2f6ca-03e8-59cb-b7c3-8188a3680b5e";"0.458755";"Virtual Machines";"1 Hour";"D8d v4";"Ddv4 Series";"EU West"
"dc28cec9-39bf-55ad-9ab9-dbc137872ddc";"4.101811";"Virtual Machines";"1 Hour";"E64-16as_v4";"Eav4/Easv4 Series";"EU West"
"3b09143d-5def-4749-972d-983d30082143";"1036.24704";"Storage";"1/Month";"E70 Disks";"Standard SSD Managed Disks";"EU West"
"2b430d91-2a49-5f3f-b257-50ec4a9eeb13";"1.189053";"Virtual Machines";"1 Hour";"E20 v4";"Ev4 Series Windows";"EU North"
"9d9b2196-19eb-4d4c-a260-9fb424c026a8";"0.055657";"Virtual Machines";"1 Hour";"D1 v2/DS1 v2";"Dv2/DSv2 Series Windows";"EU North"
"9a7309a0-983a-47df-b686-751089db2258";"0.378641";"Cloud Services";"1 Hour";"A9 Low Priority";"A Series";"EU West"
"13080e75-6498-4bcd-a518-fe71dccfe38a";"0.218414";"Storage";"1 GB/Month";"ZRS Data Stored";"General Block Blob v2 Hierarchical Namespace";"EU West"
"40cf324b-4745-4ea7-a575-39e30f76be7f";"0.185526";"Azure Database for MariaDB";"1 GB/Month";"GRS Data Stored";"Backup Storage";"EU North"
"83da99f0-122c-4a2c-be0b-bc33a90dcba2";"0.052706";"Storage";"10K";"Hot ZRS Write Operations";"Tiered Block Blob";"EU North"
"cd6819db-f81f-4128-8fa1-83e77d4426bb";"1.280129";"Cloud Services";"1 Hour";"D14 v2";"Dv2 Series";"EU West"
"59725d40-7cc8-4f67-8ac5-6358e2ddb022";"0.095292";"Virtual Machines";"1 Hour";"E8 v3/E8s v3 Low Priority";"Ev3/ESv3 Series Windows";"EU North"
"c9ef9892-da6d-4b42-a01a-3dde6d59dd95";"0.015811";"Storage";"10K";"ZRS Write Operations";"Files v2";"EU North"
"a3f9b4eb-3ea0-4abc-ae33-9e4dc7c61d81";"0.607176";"Storage";"1/Month";"P1 Disks";"Premium SSD Managed Disks";"EU North"
"84980959-fb05-4eea-a823-54e154f1d508";"0.916667";"Virtual Machines";"1 Hour";"D5 v2/DS5 v2 - Expired";"Dv2/DSv2 Promo Series";"EU West"
"92186709-c756-4ea8-8d25-2524a25318e7";"0.721021";"Azure Cosmos DB";"1 Hour";"D8s";"General Purpose Analytics Compute";"EU West"
"b74b3f54-f998-419c-a68f-7c36693cbf84";"0.054814";"Storage";"10K";"Cool LRS List Operations";"Files v2";"EU North"
"45f75bb5-2525-445d-81e4-c6525f2133c4";"0.252146";"Storage";"10K";"Archive GRS Write Operations";"General Block Blob v2 Hierarchical Namespace";"EU North"
"04082bb7-9a48-4b3c-8ce1-843f66ec5b16";"0.016866";"Azure Database for MySQL";"1 Hour";"Read Replica vCore";"Basic - Compute Gen4";"EU West"
"e5877805-bb52-49e9-9382-471458188062";"6.219506";"Virtual Machines";"1 Hour";"M32ms";"MS Series";"EU North"
"c13850a7-fad1-4ae3-8d3b-8d2a55899548";"0.59031";"Virtual Machines";"1 Hour";"G1/GS1";"G/GS Series Windows";"EU West"
"d29c6578-3c4a-44a9-949a-85cf5db76ec6";"3.149725";"Virtual Machines";"1 Hour";"M128s Low Priority";"MS Series Windows";"EU West"
"15681791-8c7b-5d56-99bc-575e273c3db5";"0.512726";"Virtual Machines";"1 Hour";"E8-2as_v4";"Eav4/Easv4 Series";"EU West"
"908930c5-8fe2-5fa8-8cfa-9b83f4a6e812";"4.101811";"Virtual Machines";"1 Hour";"E64-32as_v4";"Eav4/Easv4 Series Windows";"EU West"
"b9db5ebf-141f-4872-9fc9-5eade67e9ca5";"0.001264";"Storage";"10K";"ZRS Protocol Operations";"Files v2";"EU West"
"0544d65f-e086-5197-8f6a-ef7ebe9056d0";"0.733671";"Virtual Machines";"1 Hour";"D64d v4 Low Priority";"Ddv4 Series";"EU West"
"b413215e-32bd-4edc-a2aa-964df3711f8a";"0.112074";"Azure Data Factory v2";"1 Hour";"vCore";"Wrangling Data Flow - General Purpose";"EU North"
"14209ab2-10c0-4a55-93de-0b900d238acf";"0.004975";"Azure Blockchain";"1 Minute";"Standard Transaction Node";"Quorum";"EU North"
"0443a95d-d288-4277-9edb-97dcae9a9491";"0.16944";"SQL Database";"1 Hour";"vCore";"SingleDB Hyperscale - Compute Gen5";"EU West"
"2ff3107b-e121-40c6-bba3-cd6049062300";"0.000109";"Azure Blockchain";"1";"Data Manager Transactions";"Quorum";"EU West"
"7bbf4f40-9d75-531c-b1a5-9db8a173294f";"4.587552";"Virtual Machines";"1 Hour";"NC64as T4 v3";"NCasv3 T4 Series";"EU West"
"5115fc15-4d26-5a27-a875-e806fd805597";"0.339849";"Virtual Machines";"1 Hour";"D32d v4 Low Priority";"Ddv4 Series";"EU North"
"7da128d0-d44b-455a-9ca6-ca34e3823861";"0.066536";"Azure Database for PostgreSQL";"1 GiB/Month";"Data Stored";"Hyperscale (Citus) High Performance Storage";"EU West"
"dd141427-181c-4fc3-84a8-8b9255880a1b";"22.576827";"Virtual Machines";"1 Hour";"M208s v2";"MSv2 Series Windows";"EU West"
"4e4921b5-ddee-4e40-b9ef-44ffccd143f9";"3039.345963";"Storage";"1/Month";"P80 Disks";"Premium SSD Managed Disks";"EU North"
"291bbac3-d4b1-4c3e-bced-de2e794a1560";"1.902484";"Virtual Machines";"1 Hour";"E32a v4/E32as v4";"Eav4/Easv4 Series Windows";"EU North"
"9491ced7-97f2-59a6-849f-141c923dcb0f";"0.256363";"Virtual Machines";"1 Hour";"E20s v4 Low Priority";"Esv4 Series";"EU West"
"dbafbdfb-9e61-4cdc-afa7-90fc6e296ecd";"0.566697";"Virtual Machines";"1 Hour";"D4/DS4";"D/DS Series Windows";"EU West"
"83e5961d-98a8-4c40-9bbc-8e527b498cc3";"0.1636";"Cloud Services";"1 Hour";"F4s v2";"FSv2 Series";"EU West"
"30a7bc1f-d1ef-5749-8b21-9caf43703cc4";"0.0";"Storage";"1M";"Cool LRS Blob Inventory";"General Block Blob v2 Hierarchical Namespace";"EU North"
"401f744f-bc00-4d7b-8413-83eef73a9914";"0.021082";"Storage";"1 GB";"Cool RA-GRS Early Delete";"Azure Data Lake Storage Gen2 Flat Namespace";"EU North"
"ff5780b4-6f9c-5886-82a1-b26a32c52a68";"0.182996";"Azure App Service";"1 Hour";"ASIP";"Isolated Plan";"EU West"
"5bf704d9-f9e5-4027-a9d3-9fba409f5078";"0.015179";"Azure Database for MySQL";"1 Hour";"Read Replica vCore";"Basic - Compute Gen5";"EU North"
"23f8789b-468e-5ca7-a626-2daaa1f969c3";"0.0";"Azure Spring Cloud";"1 Hour";"Basic App Instances";"";"EU West"
"20688afc-d719-440d-a876-702a2ad483be";"45.153655";"Virtual Machines";"1 Hour";"M208ms v2";"MSv2 Series Windows";"EU West"
"de4f76a4-4d92-48c5-a8c4-773ba3d84650";"9.954313";"Virtual Machines";"1 Hour";"NC24rs v2";"NCSv2 Series";"EU West"
"d214f956-79fd-4490-812b-66525b71721d";"0.119006";"Application Gateway";"1 Hour";"Medium Gateway";"WAF";"EU North"
"30638697-53af-45fc-9d5f-362b6a5ab644";"0.113845";"Storage";"1 GB/Month";"GZRS Data Stored";"Files v2";"EU West"
"dd50d2df-fc58-5706-b4fd-ca30b5a35b79";"2.787106";"Virtual Machines";"1 Hour";"NC6s v3";"NCSv3 Series Windows";"EU North"
"31552a78-7a51-4580-a98d-4cc91fba4fa5";"3.27875";"Virtual Machines";"1 Hour";"NC24";"NC Series Windows";"EU North"
"1a5eabae-3ecb-4762-a84f-937fc6cef037";"0.650184";"Virtual Machines";"1 Hour";"D13/DS13";"D/DS Series Windows";"EU North"
"56cfc804-97f9-4f5b-8dde-abec34d0ce66";"2.739038";"Virtual Machines";"1 Hour";"M32ts";"MS Series";"EU West"
"40c6690c-4a33-453a-9d17-ec9c4ed1537d";"0.008433";"Storage";"1 GB";"Cool Data Retrieval";"General Block Blob v2 Hierarchical Namespace";"EU North"
"bd6a3ee3-7c1b-4aea-85fe-2d9168197e76";"0.038791";"Storage";"1 GB/Month";"Hot RA-GRS Data Stored";"Azure Data Lake Storage Gen2 Hierarchical Namespace";"EU North"
"0281ea68-fb16-5316-91df-2475bbe58f1e";"0.792702";"Virtual Machines";"1 Hour";"NC8as T4 v3";"NCasv3 T4 Series";"EU West"
"d49a922d-2181-5758-8a95-c7f227307873";"0.970638";"Redis Cache";"1 Hour";"E20 Cache";"Enterprise";"EU North"
"e2739a77-e912-4b30-8e8a-9a0e6bfd68b8";"0.047983";"Backup";"1 GB/Month";"RA-GRS Data Stored";"";"EU North"
"b262adf2-af74-4ea2-a422-64f498c3ddf9";"0.012649";"Storage";"10K";"LRS Write Operations";"Standard Page Blob v2";"EU North"
"e86065f2-0a5a-5b76-9058-761d23cea03f";"4.317696";"Virtual Machines";"1 Hour";"E64-16ds v4";"Edsv4 Series";"EU North"
"f0e80e4b-6614-574d-a2d0-4b22305a02ed";"0.933533";"Virtual Machines";"1 Hour";"E64d v4 Low Priority";"Edv4 Series";"EU West"
"05984ff7-b80f-4fd3-b338-3ab1d6df7d9d";"0.116375";"Virtual Machines";"1 Hour";"L8s v2 Low Priority";"LSv2 Series";"EU North"
"7f4f5b97-8105-41c4-8b0e-f271e72ea804";"0.002108";"Storage";"1 GB/Month";"Archive ZRS Data Stored";"Azure Data Lake Storage Gen2 Hierarchical Namespace";"EU North"
"4c35170a-4731-4072-841d-c20793007168";"0.202392";"Cloud Services";"1 Hour";"A3";"A Series";"EU West"
"c8f87832-9622-4c43-ae26-ceacde659145";"0.002352";"Storage";"1 GB";"Archive RA-GRS Early Delete";"Azure Data Lake Storage Gen2 Hierarchical Namespace";"EU North"
"a6f30583-e5e8-481a-960c-fa7b1f76bc99";"0.092763";"Azure Database for MariaDB";"1 GB/Month";"LRS Data Stored";"Backup Storage";"EU North"
"70edbb4b-0384-40ff-99bf-c93348a28df9";"0.570914";"Virtual Machines";"1 Hour";"E48 v3/E48s v3 Low Priority";"Ev3/ESv3 Series Windows";"EU North"
"4bd47ce0-1a47-4cdf-ad48-ce0692a63522";"2.487819";"Cloud Services";"1 Hour";"M32ms Low Priority";"MS Series";"EU North"
"88be15eb-f67f-4975-8bc9-221b226a50a3";"0.444419";"Virtual Machines";"1 Hour";"D4 v2/DS4 v2 - Expired";"Dv2/DSv2 Promo Series Windows";"EU North"
"cfdd5712-21c2-4742-9776-acad381dd396";"29.5155";"Data Box";"1";"Device Standard Shipping";"Disk";"EU West"
"1ba06bcf-db71-4576-b771-545c7239b84a";"1.902484";"Virtual Machines";"1 Hour";"E32a v4/E32as v4";"Eav4/Easv4 Series";"EU North"
"a405fd06-b704-585c-850b-037a684421fa";"0.486584";"Redis Cache";"1 Hour";"E10 Cache";"Enterprise";"EU North"
"2e345945-22c2-5a5e-b40d-f532206e8cfc";"0.067126";"Azure Database for PostgreSQL";"1 Hour";"B2S";"Flexible Server?Burstable BS Series?Compute";"EU West"
"bfc449fb-2afa-4af6-8195-08ce17e241a5";"0.647654";"Virtual Machines";"1 Hour";"D64 v3/D64s v3 Low Priority";"Dv3/DSv3 Series";"EU West"
"196c0883-f5be-4dcb-af70-686255857964";"7.873892";"Virtual Machines";"1 Hour";"M64s";"MS Series";"EU West"
"a464409a-b63f-464d-b100-4756258b4413";"0.944496";"Cloud Services";"1 Hour";"G4 Low Priority";"G Series";"EU West"
"a1945374-05df-45d3-8f69-1aaf85d30101";"0.15601";"Cloud Services";"1 Hour";"D11 v2";"Dv2 Series";"EU North"
"f7caafcd-8df6-46d1-98c7-77d962316fe7";"0.0";"Storage";"1 GB";"Geo-Replication Data transfer";"Bandwidth";"EU West"
"1b0255d9-4fa2-579f-8df8-b0f425cc0d3d";"4.483826";"Virtual Machines";"1 Hour";"NVsv3 Type1";"NVSv3 Series Dedicated Host";"EU North"
"8aac2941-8e6b-4b52-b44d-60ca92d41d43";"0.256363";"Storage";"100";"Hot GZRS Iterative Write Operations";"General Block Blob v2 Hierarchical Namespace";"EU North"
"98cd5cff-f6cf-5635-8fb8-0463c01bfd18";"4.317696";"Virtual Machines";"1 Hour";"E64-16ds v4";"Edsv4 Series Windows";"EU North"
"cd2f6a62-95dc-48a6-ab0b-3c53c7c4a591";"0.109629";"Storage";"10K";"Lifecycle Transactions";"Blob Lifecycle Management";"EU West"
"f03a7f22-9bdf-4cf6-b57e-0480361335df";"1.34928";"Virtual Machines";"1 Hour";"E20 v3/E20s v3";"Ev3/ESv3 Series Windows";"EU West"
"16e1c076-1679-4494-ad9d-1128e96c623e";"21.071537";"Virtual Machines";"1 Hour";"M208s v2";"MSv2 Series Windows";"EU North"
"38af0d39-4fa1-4dea-9dee-cfacca6232cc";"0.02319";"SQL Database";"1 GB/Month";"LRS Data Stored";"LTR Backup Storage";"EU North"
"8fd3c323-1ccc-4442-a4d9-88a2c0b33bbb";"0.044694";"Storage";"1 GB/Month";"Hot GRS Index";"General Block Blob v2 Hierarchical Namespace";"EU North"
"6710216a-bbf4-4e49-8b1a-07d4823c4306";"1.442043";"Azure Cosmos DB";"1 Hour";"D16s";"General Purpose Analytics Compute";"EU West"
"2ccfe903-5d8a-43b2-9698-fcd2793f834a";"2.617603";"Cloud Services";"1 Hour";"F64s v2";"FSv2 Series";"EU West"
"0479538f-2710-4c56-bc27-c4c45a7a0884";"0.001264";"Storage";"10K";"ZRS Read Operations";"Standard Page Blob v2";"EU North"
"cbcc4a8d-a6e9-4c03-9136-2678adfe1918";"0.043851";"Virtual Machines";"1 Hour";"A4m v2 Low Priority";"Av2 Series Windows";"EU West"
"cf7dfa77-3841-5cce-8748-665f439c26a5";"0.380328";"Virtual Machines";"1 Hour";"E32s v4 Low Priority";"Esv4 Series";"EU North"
"e50945e6-2e4e-595e-9f17-5315266b8b27";"1.269166";"Virtual Machines";"1 Hour";"NC16as T4 v3";"NCasv3 T4 Series";"EU West"
"6f5b9bdb-3fb6-4ec3-879d-c187e3a47690";"2.578811";"Virtual Machines";"1 Hour";"NC24s v3 Low Priority";"NCSv3 Series";"EU West"
"7b873533-bef9-51e2-afad-aac2e601a41a";"0.0";"Storage";"1M";"Cool ZRS Blob Inventory";"Tiered Block Blob";"EU North"
"2652108a-50f3-4b55-98b6-46acf5bc9d72";"0.134928";"Azure Cosmos DB";"1/Hour";"AP2 - Entry Price";"autoscale";"EU West"
"9aeba2b4-436b-40d1-8243-f20e0d7b0aa6";"0.15348";"Virtual Machines";"1 Hour";"F16/F16s Low Priority";"F/FS Series";"EU West"
"3d8d8493-b3b5-4cb8-b409-44244b4d36ed";"0.101196";"SQL Data Warehouse";"1 GB/Month";"RA-GRS Data Stored";"Disaster Recovery Storage";"EU West"
"2b97b75b-cdb6-46a6-89c4-dec1709a510f";"14.40525";"Storage";"1/Month";"P40 Disk Mounts";"Premium SSD Managed Disks";"EU West"
"a0695124-1e4f-4860-8a40-25fb0a21aff7";"0.010119";"Azure Cosmos DB";"1/Hour";"AP1 - 100 RUs";"autoscale";"EU West"
"a995dcc8-2fc4-4c8f-abe3-7972b5e39967";"1.506133";"Virtual Machines";"1 Hour";"L96s v2 Low Priority";"LSv2 Series";"EU West"
"8a2e9cfb-8d1d-588d-928e-141d58690197";"2.752531";"Virtual Machines";"1 Hour";"D48d v4";"Ddv4 Series";"EU West"
"a1dc88b8-8284-45b0-92ea-562b0d3667eb";"0.116375";"SQL Database";"1 GB/Month";"ZRS Data Stored";"Single/Elastic Pool PITR Backup Storage";"EU North"
"11ed5ee8-2b2d-5b0a-8d76-d5f962f02f76";"0.021251";"Virtual Machines";"1 Hour";"D2ds v4 Low Priority";"Ddsv4 Series";"EU North"
"b1f3c5d7-5a7e-4494-ba42-99956c93a282";"0.31708";"Virtual Machines";"1 Hour";"A4";"A Series Basic";"EU North"
"b2ab2927-4439-4afb-be02-dd96224acf14";"0.001501";"Storage";"1/Hour";"Provisioned Throughput (MBps)";"Ultra Disks";"EU West"
"55040bb3-35ab-4f8d-b85c-85fe84e5001c";"0.123121";"Virtual Machines";"1 Hour";"D2/DS2";"D/DS Series Windows";"EU North"
"670bc73c-9f36-473e-8555-bd3a45060ecc";"0.045538";"Virtual Machines";"1 Hour";"D3 v2/DS3 v2 Low Priority";"Dv2/DSv2 Series Windows";"EU West"
"b56a353a-f095-51ab-b92f-35845d4733f4";"4.756212";"Virtual Machines";"1 Hour";"E80is v4";"Esv4 Series Windows";"EU North"
"67626abe-25bf-4dee-9124-47ac67789b9a";"80.9568";"Backup";"1/Month";"SAP HANA on Azure VM Protected Instances";"";"EU North"
"6f0dace3-0c84-4198-9081-242372a035a4";"0.753066";"Virtual Machines";"1 Hour";"L48s v2 Low Priority";"LSv2 Series Windows";"EU West"
"0db67947-d387-468f-8724-462a86e1ecd6";"0.002656";"Storage";"10K";"ZRS All Other Operations";"General Block Blob v2 Hierarchical Namespace";"EU West"
"93698058-fce9-4b88-a6bf-83cde4ac5b90";"0.012649";"Virtual Machines";"1 Hour";"A2 Low Priority";"A Series Basic Windows";"EU North"
"9a36ebb6-78b5-4668-b9c3-e0f4485679c0";"0.23781";"Virtual Machines";"1 Hour";"E20a v4/E20as v4 Low Priority";"Eav4/Easv4 Series";"EU North"
"f78e8db6-25cd-4ed5-b401-db5574aa4298";"0.118062";"Storage";"10K";"Archive GRS Iterative Read Operations";"Azure Data Lake Storage Gen2 Hierarchical Namespace";"EU West"
"1c0939f2-099e-466c-8d54-15cac4887176";"0.221787";"Virtual Machines";"1 Hour";"D3 v2/DS3 v2 - Expired";"Dv2/DSv2 Promo Series";"EU North"
"7718072a-a0cd-4d9b-bb7f-2ffd2d8d6f1d";"31.508386";"Cloud Services";"1 Hour";"M128ms";"MS Series";"EU West"
"1ff0153b-b13d-4709-809a-83dcce0dd82f";"0.920883";"HDInsight";"1 Hour";"F16/F16s";"F/FS Series";"EU West"
"b641ddaf-3786-4fd8-afef-2007eb8cbaea";"0.588623";"Cloud Services";"1 Hour";"F72s v2 Low Priority";"FSv2 Series";"EU West"
"eead46d5-e4df-4716-982b-cf5eedc73f7c";"0.019395";"Virtual Machines";"1 Hour";"D2a v4/D2as v4 Low Priority";"Dav4/Dasv4 Series Windows";"EU West"
"7adc6db5-d01d-4400-b10b-156a95de4738";"1.51288";"Virtual Machines";"1 Hour";"A11";"A Series";"EU West"
"118c0bc8-b0fd-5be9-9f86-0e711449803f";"50.172976";"Virtual Machines";"1 Hour";"M416is v2";"MSv2 Series";"EU West"
"e2f72d92-ccdd-4b10-bbf0-d24fc277e521";"2.699403";"Virtual Machines";"1 Hour";"M128s Low Priority";"MS Series";"EU North"
"cf976e0e-51f9-5ffb-ba58-43dc99b2efa4";"0.539712";"Virtual Machines";"1 Hour";"E8-2ds v4";"Edsv4 Series";"EU North"
"94936abf-8af8-4ec5-bf62-97e81e2243d4";"0.089389";"Cloud Services";"1 Hour";"D4 v2 Low Priority";"Dv2 Series";"EU North"
"7d2372e7-6edc-5255-aa72-6734e4a5237f";"0.134928";"Virtual Machines";"1 Hour";"E2d v4";"Edv4 Series";"EU North"
"cc96aa83-eaa9-529f-9222-e7754f158b22";"0.213354";"SQL Database";"1 GB/Month";"Data Stored";"Single/Elastic Pool General Purpose - Storage";"EU North"
"221fadc7-4f0b-4b58-9aab-dae0465d29db";"0.057766";"Azure Database Migration Service";"1 GB/Month";"Data Stored";"General Purpose Storage";"EU West"
"f9379fcb-551b-5403-be2d-d5a231c3cc9b";"10.034426";"Virtual Machines";"1 Hour";"M416is v2 Low Priority";"MSv2 Series Windows";"EU West"
"108a63a0-143f-4aea-b1a0-6a931d5d8bb9";"0.08433";"Storage";"10K";"Cool LRS Write Operations";"Tiered Block Blob";"EU North"
"7610f477-bee3-46d9-b740-946dd5ef8e7d";"0.111813";"Azure Database for PostgreSQL";"1 Hour";"vCore";"Hyperscale (Citus) Compute - Coordinator Node";"EU North"
"d2a2ada2-ecac-46d0-9b92-d0eeba09cb78";"0.91751";"HDInsight";"1 Hour";"F16/F16s";"F/FS Series";"EU North"
